Select(x),Tag,Descriptor,Engunits,Span,Zero
x,6117A_0FS_Alarm
x,6117A_0FS_TO_6117A_Bypass
x,6117A_0FS_TO_6117A_FT
x,6117B_0FS_Alarm
x,6117B_0FS_TO_6117B_Bypass
x,6117B_0FS_TO_6117B_FT
